Id,Label,isseed,seedrank,subscribercount,videocount,viewcount(100s),country,publishedat,daysactive
UC6yShigZ31iFqQUAj8QEFvQ,Money Minority,no,,24200,148,8990,GR,2020-04-16T09:07:46.090699Z,1373
UCthUKUdCLSe0P-wyVLE9XeQ,Chris Tsounis,no,,94200,1163,160020,GR,2007-10-03T14:16:24Z,5952
UC6nSFpj9HTCZ5t-N3Rm3-HA,Vsauce,no,,21000000,509,36879132,not set,2007-07-30T20:43:33Z,6017
UCeQEKFH31vvD-InkTGSvCrA,brusspup,no,,2800000,217,9592578,not set,2008-10-24T01:20:52Z,5566
UCTwi6wQYhnSWpMgJA4d3sdw,KhanAcademyGreek,no,,7730,963,16331,US,2011-11-04T18:07:25Z,4459
UCoxcjq-8xIDTYp3uz647V5A,Numberphile,no,,4430000,709,6566588,not set,2011-09-15T12:45:01Z,4509
UCDom90xOqP4avehFjSJO6NA,Sick Science!,no,,948000,669,5596969,US,2007-06-14T13:33:50Z,6063
UC6107grRI4m0o2-emgoDnAA,SmarterEveryDay,no,,11400000,374,11707325,US,2006-04-04T04:12:24Z,6500
UCGi_crMdUZnrcsvkCa8pt-g,Alltime10s,no,,5490000,1374,14232907,US,2010-01-26T11:28:08Z,5106
UC2LZO6swZ9SLUEOks3WnsfA,2veritasium,no,,573000,51,228432,not set,2012-07-17T08:37:52Z,4203
UCUK0HBIBWgM2c4vsPhkYY4w,The Slow Mo Guys,no,,15000000,334,25640064,US,2010-08-15T13:51:49Z,4905
UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,no,,14600000,384,23537184,US,2010-07-21T07:18:02Z,4930
UCvGMGQC8gNkd4gwxSbABIlw,Quirkology,no,,2420000,102,5610854,GB,2007-04-22T11:11:19Z,6116
UCOGeU-1Fig3rrDjhm9Zs_wg,Vihart,no,,1450000,132,1520917,not set,2009-06-08T02:34:21Z,5339
UC2C_jShtL725hvbm1arSV9w,CGP Grey,no,,6090000,190,9797581,GB,2010-08-12T20:12:29Z,4908
UCUHW94eEFW7hkUMVaZz4eDg,minutephysics,no,,5730000,275,5395508,not set,2011-06-20T18:20:09Z,4596
UCC552Sd-3nyi_tk2BudLUzA,AsapSCIENCE,no,,10500000,477,18832871,not set,2012-05-28T17:33:43Z,4253
UC4a-Gbdw7vOaccHmFo40b9g,Khan Academy,no,,8220000,8379,21083837,US,2006-11-17T02:12:21Z,6273
UCiOkLGlj4azqep3O_J0wLkw,ComedyLab GR,no,,646000,3526,2987279,GR,2011-01-30T18:54:50Z,4737
UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,no,,3770000,2213,9826636,US,2007-01-02T01:04:26Z,6227
